turkid,avg_learning_time,total_learning_time,name_manipulated,is_manipulated,name,sd_manipulated,value_id,value
ANEJUHMH0OEHD,1.7973725490196077,93.4633725490196,Blanket,False,Pillow,Low,3,17
ANEJUHMH0OEHD,1.7973725490196077,93.4633725490196,Blanket,False,Pillow,Low,4,17
ANEJUHMH0OEHD,1.7973725490196077,93.4633725490196,Blanket,False,Pillow,Low,5,17
ANEJUHMH0OEHD,1.7973725490196077,93.4633725490196,Blanket,False,Pillow,Low,6,19
ANEJUHMH0OEHD,1.7973725490196077,93.4633725490196,Blanket,False,Pillow,Low,7,21
ANEJUHMH0OEHD,1.7973725490196077,93.4633725490196,Blanket,False,Pillow,Low,8,21
ANEJUHMH0OEHD,1.7973725490196077,93.4633725490196,Blanket,False,Pillow,Low,9,23
ANEJUHMH0OEHD,1.7973725490196077,93.4633725490196,Blanket,False,Pillow,Low,10,23
ANEJUHMH0OEHD,1.7973725490196077,93.4633725490196,Blanket,False,Pillow,Low,11,25
ANEJUHMH0OEHD,1.7973725490196077,93.4633725490196,Blanket,False,Pillow,Low,12,25
ANEJUHMH0OEHD,1.7973725490196077,93.4633725490196,Blanket,False,Pillow,Low,13,27
ANEJUHMH0OEHD,1.7973725490196077,93.4633725490196,Blanket,False,Pillow,Low,14,27
ANEJUHMH0OEHD,1.7973725490196077,93.4633725490196,Blanket,False,Pillow,Low,15,27
